SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,23601 49th Pl W,Mountlake Terrace,WA,98043,475000,4,1.75,Mountlake Terrace,1717,6098,1952,44,277,,Active,,,http://www.redfin.com/WA/Mountlake-Terrace/23601-49th-Pl-W-98043/home/2723378,NWMLS,1503384,N,Y,47.7844697,-122.2994236
MLS Listing,,Vacant Land,Lot X Skogen Ln NE,Bainbridge Island,WA,98110,450000,0,,Port Madison,,203425,,44,,,Active,,,http://www.redfin.com/WA/Bainbridge-Island/Lot-X-Skogen-Ln-NE-98110/home/168626401,NWMLS,1501258,N,Y,47.701943,-122.537748
MLS Listing,,Vacant Land,16109 SE 42nd St,Bellevue,WA,98006,390000,0,,Bellevue,,11593,,44,,,Active,,,http://www.redfin.com/WA/Bellevue/16109-SE-42nd-St-98006/home/22438141,NWMLS,1499180,N,Y,47.5710273,-122.1258748
MLS Listing,,Condo/Co-op,4343 Roosevelt Way NE #209,Seattle,WA,98105,449000,1,1.0,University District,664,24421,1996,44,676,291,Active,,,http://www.redfin.com/WA/Seattle/4343-Roosevelt-Way-NE-98105/unit-209/home/35409,NWMLS,1501861,N,Y,47.6606289,-122.3180337
MLS Listing,,Single Family Residential,511 SW 102nd St,Seattle,WA,98146,384950,3,1.0,Top Hat,1050,8640,1929,44,367,,Active,,,http://www.redfin.com/WA/Seattle/511-SW-102nd-St-98146/home/181635,NWMLS,1501409,N,Y,47.5118029,-122.3414088
MLS Listing,,Mobile/Manufactured Home,13956 Timberwood Pl SE,Port Orchard,WA,98367,379900,3,2.0,Glenwood,1512,216493,1989,44,251,,Active,,,http://www.redfin.com/WA/Port-Orchard/13956-Timberwood-Pl-SW-98367/home/2444875,NWMLS,1503071,N,Y,47.4229119,-122.7052859
MLS Listing,,Townhouse,21025 80th Ave W Unit A,Edmonds,WA,98026,370000,3,2.5,Edmonds,1408,,1980,45,263,300,Active,,,http://www.redfin.com/WA/Edmonds/21025-80th-Ave-W-98026/unit-A/home/168622953,NWMLS,1502746,N,Y,47.807937,-122.3408381
MLS Listing,,Single Family Residential,4713 240th St SW,Mountlake Terrace,WA,98043,399000,3,1.0,Mountlake Terrace,1118,8300,1956,45,357,,Active,,,http://www.redfin.com/WA/Mountlake-Terrace/4713-240th-St-SW-98043/home/2698239,NWMLS,1503346,N,Y,47.7812649,-122.2969154
MLS Listing,,Single Family Residential,14440 14th Ave SW,Burien,WA,98166,425000,3,1.0,Seahurst,1310,8925,1942,45,324,,Active,,,http://www.redfin.com/WA/Burien/14440-14th-Ave-SW-98166/home/185507,NWMLS,1503156,N,Y,47.4726989,-122.3522048
MLS Listing,,Condo/Co-op,3306 Lake Washington Blvd N #1,Renton,WA,98056,440000,2,1.0,Lower Kennydale,1024,5603,1989,45,430,312,Active,,,http://www.redfin.com/WA/Renton/3306-Lake-Washington-Blvd-N-98056/unit-1/home/15975,NWMLS,1494834,N,Y,47.521069,-122.2082394
MLS Listing,,Single Family Residential,1009 Park Ave E,Port Orchard,WA,98366,195000,2,1.0,Annapolis,1116,3921,1930,45,175,,Active,,,http://www.redfin.com/WA/Port-Orchard/1009-Park-Ave-E-98366/home/2402135,NWMLS,1503295,N,Y,47.5432986,-122.6159665
MLS Listing,,Townhouse,4118 148th St SW Unit H3,Lynnwood,WA,98087,399900,3,2.25,Meadowdale,1809,,2008,45,221,328,Active,,,http://www.redfin.com/WA/Lynnwood/4118-148th-St-SW-98087/unit-H3/home/11906512,NWMLS,1501598,N,Y,47.8634122,-122.2890922
MLS Listing,,Townhouse,19232 15th Ave NE Unit C3,Shoreline,WA,98155,327000,2,1.5,North City,1014,32448,1981,45,322,250,Active,,,http://www.redfin.com/WA/Shoreline/19232-15th-Ave-NE-98155/unit-C3/home/18624,NWMLS,1498618,N,Y,47.769319,-122.313627
MLS Listing,,Condo/Co-op,23924 NE 115th Ln #201,Redmond,WA,98053,380000,2,2.0,Redmond Ridge,1088,167426,2006,45,349,451,Active,,,http://www.redfin.com/WA/Redmond/23924-NE-115th-Ln-98053/unit-201/home/2116987,NWMLS,1501025,N,Y,47.700984,-122.0198352
MLS Listing,,Condo/Co-op,9009 Avondale Rd NE Unit I-118,Redmond,WA,98052,450000,2,1.75,Education Hill,958,267903,1987,45,470,500,Active,,,http://www.redfin.com/WA/Redmond/9009-Avondale-Rd-NE-98052/unit-I118/home/60028,NWMLS,1502143,N,Y,47.6829922,-122.1017982
MLS Listing,,Condo/Co-op,1130 5th Ave S #202,Edmonds,WA,98020,500000,2,1.75,Edmonds Bowl,1266,,1979,45,395,642,Active,,,http://www.redfin.com/WA/Edmonds/1130-5th-Ave-S-98020/unit-202/home/2789940,NWMLS,1501292,N,Y,47.8005665,-122.3781716
MLS Listing,,Single Family Residential,11278 Borgen Lp,Gig Harbor,WA,98332,430000,3,2.5,Gig Harbor North,1922,4648,2012,45,224,40,Active,,,http://www.redfin.com/WA/Gig-Harbor/11278-Borgen-Loop-NW-98332/home/16891183,NWMLS,1503018,N,Y,47.3629972,-122.6002695
MLS Listing,,Condo/Co-op,1105 Spring St #604,Seattle,WA,98104,369900,1,1.0,First Hill,630,,1950,45,587,428,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-604/home/22697882,NWMLS,1502423,N,Y,47.6099769,-122.3253289
MLS Listing,,Condo/Co-op,300 N 130th St #1106,Seattle,WA,98133,315950,2,1.75,Greenwood,840,203091,1988,45,376,438,Active,,,http://www.redfin.com/WA/Seattle/300-N-130th-St-98133/unit-1106/home/12537527,NWMLS,1502335,N,Y,47.7237869,-122.3537358
MLS Listing,,Single Family Residential,803 Dayton Ave NE,Renton,WA,98056,429000,3,2.0,Highlands,1110,4791,1942,45,386,,Active,,,http://www.redfin.com/WA/Renton/803-Dayton-Ave-NE-98056/home/242561,NWMLS,1502083,N,Y,47.4959255,-122.1868896
MLS Listing,,Vacant Land,132 Odell Rd NE,Duvall,WA,98019,180000,0,,Tolt Pipeline,,93654,,45,,,Active,,,http://www.redfin.com/WA/Duvall/132-Odell-Rd-NE-98019/home/143311503,NWMLS,1499210,N,Y,47.708789,-121.919269
MLS Listing,,Single Family Residential,11015 SE 244th St,Kent,WA,98030,325000,3,1.0,East Hill,1520,11856,1937,45,214,,Active,,,http://www.redfin.com/WA/Kent/11015-SE-244th-St-98030/home/400852,NWMLS,1502462,N,Y,47.3830581,-122.1938239
MLS Listing,,Single Family Residential,2701 175th St SE,Bothell,WA,98012,448787,3,2.0,Mays Pond,1024,7405,1982,45,438,,Active,,,http://www.redfin.com/WA/Bothell/2701-175th-St-SE-98012/home/2799769,NWMLS,1501387,N,Y,47.8392945,-122.1955207
MLS Listing,,Vacant Land,17 SW Bank Rd,Vashon,WA,98070,495000,0,,In Town,,533174,,45,,,Active,,,http://www.redfin.com/WA/Vashon/17-SW-Bank-Rd-98070/home/168619069,NWMLS,1496821,N,Y,47.446783,-122.451636
MLS Listing,,Single Family Residential,22817 94th Pl S,Kent,WA,98031,459950,4,2.25,Kent,1940,17740,1966,45,237,,Active,,,http://www.redfin.com/WA/Kent/22817-94th-Pl-S-98031/home/386508,NWMLS,1499874,N,Y,47.3972902,-122.2148305
MLS Listing,,Multi-Family (2-4 Unit),107 A+B MAIN St,Sultan,WA,98292,246900,1,1.25,Sultan Town,1800,3970,1909,45,137,,Active,,,http://www.redfin.com/WA/Sultan/107-AB-Main-St-98294/home/168618699,NWMLS,1502805,N,Y,47.861923,-121.819286
MLS Listing,,Condo/Co-op,3445 S 176th St #308,SeaTac,WA,98188,199000,2,1.5,McMicken Heights,1253,292737,1968,45,159,559,Active,,,http://www.redfin.com/WA/SeaTac/3445-S-176th-St-98188/unit-308/home/34536,NWMLS,1502575,N,Y,47.4442393,-122.2876422
MLS Listing,,Condo/Co-op,1301 S Puget Dr Unit A-11,Renton,WA,98055,205000,2,1.5,Rolling Hills,982,404050,1980,45,209,414,Active,,,http://www.redfin.com/WA/Renton/1301-S-Puget-Dr-98055/unit-A11/home/43374,NWMLS,1500450,N,Y,47.461162,-122.202236
MLS Listing,,Single Family Residential,6100 Widgeon Ct,Bremerton,WA,98312,459900,3,2.5,Kitsap Lake,2398,7405,2002,45,192,13,Active,,,http://www.redfin.com/WA/Bremerton/6100-Widgeon-Ct-98312/home/2465972,NWMLS,1502004,N,Y,47.5665842,-122.6958953
MLS Listing,,Single Family Residential,17509 SE 257th St,Covington,WA,98042,439999,4,2.5,Covington,1830,7083,1997,46,240,25,Active,,,http://www.redfin.com/WA/Covington/17509-SE-257th-St-98042/home/392773,NWMLS,1502751,N,Y,47.3719503,-122.1076689
MLS Listing,,Condo/Co-op,75 E Lynn St #203,Seattle,WA,98102,479000,1,1.0,Eastlake,873,13195,1966,46,549,400,Active,,,http://www.redfin.com/WA/Seattle/75-E-Lynn-St-98102/unit-203/home/15786,NWMLS,1502152,N,Y,47.6394809,-122.3279809
MLS Listing,,Single Family Residential,3202 S Portland St,Seattle,WA,98118,480000,3,1.75,Beacon Hill,1020,5000,1954,46,471,,Active,,,http://www.redfin.com/WA/Seattle/3202-S-Portland-St-98118/home/482275,NWMLS,1502742,N,Y,47.5331985,-122.2904962
MLS Listing,,Single Family Residential,10419 41st Ave SW,Seattle,WA,98146,409950,1,1.0,Arbor Heights,690,7980,1934,46,594,,Active,,,http://www.redfin.com/WA/Seattle/10419-41st-Ave-SW-98146/home/155418,NWMLS,1502323,N,Y,47.5094055,-122.3846171
MLS Listing,,Condo/Co-op,12840 SE 40th Ct Unit C-5,Bellevue,WA,98006,363000,2,1.75,Factoria,995,,1979,46,365,441,Active,,,http://www.redfin.com/WA/Bellevue/12840-SE-40th-Ct-98006/unit-C5/home/53876,NWMLS,1501147,N,Y,47.5746908,-122.1675732
MLS Listing,,Single Family Residential,12213 76th Ave S,Seattle,WA,98178,409000,2,1.0,Skyway,820,6320,1944,46,499,,Active,,,http://www.redfin.com/WA/Seattle/12213-76th-Ave-S-98178/home/198027,NWMLS,1502549,N,Y,47.4933215,-122.238533
MLS Listing,,Condo/Co-op,202 Mt Park Blvd SW Unit B202,Issaquah,WA,98027,399500,3,1.75,Issaquah,1262,,1983,46,317,424,Active,,,http://www.redfin.com/WA/Issaquah/202-Mountain-Park-Blvd-SW-98027/unit-B202/home/49842,NWMLS,1501683,N,Y,47.529347,-122.043927
MLS Listing,,Single Family Residential,6049 24th Ave S,Seattle,WA,98108,334950,2,1.0,Beacon Hill,780,2425,1930,46,429,,Active,,,http://www.redfin.com/WA/Seattle/6049-24th-Ave-S-98108/home/481793,NWMLS,1502393,N,Y,47.5468352,-122.302702
MLS Listing,,Condo/Co-op,507 W Mercer St #203,Seattle,WA,98119,299900,1,1.0,Queen Anne,551,14144,1963,46,544,441,Active,,,http://www.redfin.com/WA/Seattle/507-W-Mercer-St-98119/unit-203/home/18219,NWMLS,1502508,N,Y,47.624358,-122.3638966
MLS Listing,,Condo/Co-op,14130 SE 171st Way Unit D204,Renton,WA,98058,300000,2,1.75,Fairwood,1054,,1996,46,285,383,Active,,,http://www.redfin.com/WA/Renton/14130-SE-171st-Way-98058/unit-D204/home/70254,NWMLS,1501316,N,Y,47.4476076,-122.15116
MLS Listing,,Condo/Co-op,330 Grow Ave NW Unit C8,Bainbridge Island,WA,98110,444000,1,1.0,Bainbridge Island,922,,1975,46,482,341,Active,,,http://www.redfin.com/WA/Bainbridge-Island/330-Grow-Ave-NW-98110/unit-C8/home/2504468,NWMLS,1500233,N,Y,47.6270354,-122.5247666
MLS Listing,,Single Family Residential,1308 Koda Cir SE,Port Orchard,WA,98366,374000,4,2.5,Port Orchard,2255,3920,2007,46,166,41,Active,,,http://www.redfin.com/WA/Port-Orchard/1308-Koda-Cir-SE-98366/home/12487287,NWMLS,1499679,N,Y,47.5072607,-122.6353333
MLS Listing,,Condo/Co-op,11006 NE 68th St #812,Kirkland,WA,98033,335000,1,1.0,Houghton,720,321500,1968,46,465,250,Active,,,http://www.redfin.com/WA/Kirkland/11006-NE-68th-St-98033/unit-812/home/41464,NWMLS,1501099,N,Y,47.6664032,-122.1934195
MLS Listing,,Mobile/Manufactured Home,3061 SE Maple St,Port Orchard,WA,98366,125000,2,1.0,Port Orchard,920,6534,1972,46,136,,Active,,,http://www.redfin.com/WA/Port-Orchard/3061-SE-Maple-St-98366/home/2422145,NWMLS,1501848,N,Y,47.5322938,-122.6114836
MLS Listing,,Townhouse,601 12th Ave NW Unit A3,Issaquah,WA,98027,450000,2,2.25,Issaquah,1089,,1993,46,413,380,Active,,,http://www.redfin.com/WA/Issaquah/601-12th-Ave-NW-98027/unit-A3/home/73877,NWMLS,1500987,N,Y,47.5356314,-122.0573988
MLS Listing,,Vacant Land,SE Fall City Carnation Rd,Fall City,WA,98024,300000,0,,Fall City,,609840,,46,,,Active,,,http://www.redfin.com/WA/Fall-City/Fall-City-Carnation-Rd-SE-Unknown/home/17071897,NWMLS,1501633,N,Y,47.592963,-121.907483
MLS Listing,,Single Family Residential,12254 Ridgepoint Cir NW,Silverdale,WA,98383,450000,4,2.0,Ridgetop,2039,10454,1992,46,221,,Active,,,http://www.redfin.com/WA/Silverdale/12254-Ridgepoint-Cir-NW-98383/home/2464807,NWMLS,1500174,N,Y,47.674142,-122.6739692
MLS Listing,,Single Family Residential,13719 Peninsula Pl SW,Port Orchard,WA,98367,414999,1,0.75,Wye Lake,824,22651,1973,46,504,,Active,,,http://www.redfin.com/WA/Port-Orchard/13719-Peninsula-Pl-SW-98367/home/2442279,NWMLS,1502099,N,Y,47.4243325,-122.7581922
MLS Listing,,Single Family Residential,15433 SE 275th St,Kent,WA,98042,499950,3,2.5,Kent,1680,56192,1965,46,298,,Active,,,http://www.redfin.com/WA/Kent/15433-SE-275th-St-98042/home/404697,NWMLS,1501093,N,Y,47.355149,-122.1347238
MLS Listing,,Single Family Residential,9635 12th Ave SW,Seattle,WA,98106,439000,3,2.0,White Center,1480,7066,1955,46,297,,Active,,,http://www.redfin.com/WA/Seattle/9635-12th-Ave-SW-98106/home/182866,NWMLS,1502093,N,Y,47.5163234,-122.3509503
MLS Listing,,Vacant Land,189 Mountain View Rd NE,Duvall,WA,98019,130000,0,,Duvall,,423321,,47,,,Active,,,http://www.redfin.com/WA/Unknown/189-Mountain-View-Rd-NE-98019/home/148751391,NWMLS,1501489,N,Y,47.763343,-121.928773
MLS Listing,,Single Family Residential,433 158th St SE,Bothell,WA,98012,455000,4,1.75,Mill Creek,1638,8712,1968,47,278,,Active,,,http://www.redfin.com/WA/Bothell/433-158th-St-SE-98012/home/2643024,NWMLS,1501792,N,Y,47.8549635,-122.2251826
MLS Listing,,Condo/Co-op,12707 NE 120th St Unit B11,Kirkland,WA,98034,285000,2,1.0,North Rose Hill,698,57351,1982,47,408,335,Active,,,http://www.redfin.com/WA/Kirkland/12707-NE-120th-St-98034/unit-B11/home/168476828,NWMLS,1501940,N,Y,47.707443,-122.170804
MLS Listing,,Townhouse,8649 Delridge Way SW Unit A,Seattle,WA,98106,375000,3,2.5,Westwood Village,1160,765,2005,47,323,,Active,,,http://www.redfin.com/WA/Seattle/8649-Delridge-Way-SW-98106/unit-A/home/2073661,NWMLS,1494553,N,Y,47.5251434,-122.3608815
MLS Listing,,Mobile/Manufactured Home,13311 139th Ave NW,Gig Harbor,WA,98329,305000,3,2.0,Lake Of The Woods,1456,23885,1995,47,209,30,Active,,,http://www.redfin.com/WA/Gig-Harbor/13311-139th-Ave-NW-98329/home/2884693,NWMLS,1500802,N,Y,47.3791265,-122.7216082
MLS Listing,,Vacant Land,4015 16th Ave SW,Seattle,WA,98106,249950,0,,West Seattle,,2940,,47,,,Active,,,http://www.redfin.com/WA/Seattle/4015-16th-Ave-SW-98106/home/168405820,NWMLS,1500718,N,Y,47.5678499,-122.3551676
MLS Listing,,Single Family Residential,26708 118th Way SE,Kent,WA,98030,439900,4,2.5,Kent,2120,6581,1998,47,208,,Active,,,http://www.redfin.com/WA/Kent/26708-118th-Way-SE-98030/home/406068,NWMLS,1501705,N,Y,47.3623994,-122.1838256
MLS Listing,,Condo/Co-op,14014 NE 181st Pl NE Unit D204,Woodinville,WA,98072,310000,2,2.0,Downtown Woodinville,873,389984,1986,47,355,411,Active,,,http://www.redfin.com/WA/Woodinville/14014-NE-181st-Pl-98072/unit-D204/home/2075924,NWMLS,1497419,N,Y,47.7594878,-122.1500804
MLS Listing,,Condo/Co-op,10831 NE 147th Ln Unit R105,Bothell,WA,98011,272000,1,1.0,Juanita,626,,1982,47,435,252,Active,,,http://www.redfin.com/WA/Bothell/10831-NE-147th-Ln-98011/unit-R105/home/11761640,NWMLS,1500665,N,Y,47.7345355,-122.1958619
MLS Listing,,Condo/Co-op,1840 25th Ave NE #309,Issaquah,WA,98029,425000,1,1.0,Issaquah Highlands,945,62541,2007,47,450,377,Active,,,http://www.redfin.com/WA/Issaquah/1840-25th-Ave-NE-98029/unit-309/home/12536815,NWMLS,1499563,N,Y,47.5482669,-121.997042
MLS Listing,,Single Family Residential,13753 34th Ave S,Tukwila,WA,98168,369000,4,1.0,Tukwila,1580,9128,1944,47,234,,Active,,,http://www.redfin.com/WA/Tukwila/13753-34th-Ave-S-98168/home/190951,NWMLS,1501539,N,Y,47.4793641,-122.2882813
MLS Listing,,Single Family Residential,2308 NE Eton Ln,Bremerton,WA,98311,379900,4,2.25,Central Kitsap,1984,12197,1974,47,191,,Active,,,http://www.redfin.com/WA/Bremerton/2308-NE-Eton-Ln-98311/home/2386965,NWMLS,1500249,N,Y,47.624677,-122.6204132
MLS Listing,,Single Family Residential,2987 SE Concept Ln,Port Orchard,WA,98367,490000,3,2.5,Port Orchard,2900,51401,1989,48,169,15,Active,,,http://www.redfin.com/WA/Port-Orchard/2987-SE-Concept-Ln-98367/home/2199870,NWMLS,1501442,N,Y,47.5002885,-122.614771
MLS Listing,,Vacant Land,13 41st Ave NE,Seattle,WA,98125,229000,0,,Cedar Park,,8216,,48,,,Active,,,http://www.redfin.com/WA/Seattle/13-41st-Ave-NE-Unknown/home/144439698,NWMLS,1500162,N,Y,47.729938,-122.284097
MLS Listing,,Single Family Residential,13636 4th Ave NE,Seattle,WA,98125,414000,3,1.0,Haller Lake,1660,6374,1950,48,249,,Active,,,http://www.redfin.com/WA/Seattle/13636-4th-Ave-NE-98125/home/103235,NWMLS,1501190,N,Y,47.7288988,-122.3251306
MLS Listing,,Condo/Co-op,750 11th Ave E #505,Seattle,WA,98102,449950,0,1.0,Capitol Hill,441,21651,2018,48,1020,277,Active,September-23-2019 12:00 PM,September-23-2019 04:00 PM,http://www.redfin.com/WA/Seattle/750-11th-Ave-E-98102/unit-505/home/168349296,NWMLS,1501054,N,Y,47.6266216,-122.3176642
MLS Listing,,Townhouse,10706 Whitman Ave N Unit B,Seattle,WA,98133,499900,3,3.5,Seattle,1890,1380,2006,48,264,,Active,,,http://www.redfin.com/WA/Seattle/10706-Whitman-Ave-N-98133/unit-B/home/2117509,NWMLS,1494456,N,Y,47.7069557,-122.3457469
MLS Listing,,Vacant Land,136th St NW,Gig Harbor,WA,98332,495000,0,,Gig Harbor North,,871200,,48,,,Active,,,http://www.redfin.com/WA/Unknown/136th-St-NW-98332/home/22771249,NWMLS,1500713,N,Y,47.38211,-122.589771
MLS Listing,,Townhouse,11008 3rd Ave SW #8,Seattle,WA,98146,410000,3,2.5,White Center,2216,55096,2005,48,185,306,Active,,,http://www.redfin.com/WA/Seattle/11008-3rd-Ave-SW-98146/unit-8/home/168345782,NWMLS,1501044,N,Y,47.5045379,-122.337075
MLS Listing,,Condo/Co-op,2626 E Madison St #10,Seattle,WA,98112,486000,2,1.0,Madison Valley,799,11540,1985,48,608,263,Active,,,http://www.redfin.com/WA/Seattle/2626-E-Madison-St-98112/unit-10/home/2062081,NWMLS,1496320,N,Y,47.6227797,-122.2977936
MLS Listing,,Condo/Co-op,201 Galer St #262,Seattle,WA,98109,499000,1,1.0,Queen Anne,665,,1908,48,750,508,Active,,,http://www.redfin.com/WA/Seattle/201-Galer-St-98109/unit-262/home/8190445,NWMLS,1488527,N,Y,47.6319655,-122.3520303
MLS Listing,,Single Family Residential,12030 SE 223rd Dr,Kent,WA,98031,455000,3,2.0,East Hill,1620,7200,1985,48,281,,Active,,,http://www.redfin.com/WA/Kent/12030-SE-223rd-Dr-98031/home/224982,NWMLS,1499500,N,Y,47.4019281,-122.180227
MLS Listing,,Single Family Residential,16468 Thorpe Rd NE,Poulsbo,WA,98370,499900,3,1.5,Scandia,948,23958,1960,48,527,,Active,,,http://www.redfin.com/WA/Poulsbo/16468-Thorpe-Rd-NE-98370/home/2267807,NWMLS,1474054,N,Y,47.7131394,-122.6494171
MLS Listing,,Townhouse,4811 Davis Pl S Unit 47C,Renton,WA,98055,349999,2,2.25,Talbot Hill,1460,1160546,2000,48,240,354,Active,,,http://www.redfin.com/WA/Renton/4811-Davis-Pl-S-98055/unit-47C/home/68036,NWMLS,1500961,N,Y,47.435164,-122.215875
MLS Listing,,Condo/Co-op,1601 N 45th St #114,Seattle,WA,98103,399950,1,1.0,Wallingford,548,548,2018,50,730,279,Active,,,http://www.redfin.com/WA/Seattle/1601-N-45th-St-98103/unit-114/home/168270473,NWMLS,1493425,N,Y,47.6612464,-122.338408
MLS Listing,,Condo/Co-op,11311 NE 128th St Unit E103,Kirkland,WA,98034,329900,2,1.0,Totem Lake,919,,1990,50,359,268,Active,,,http://www.redfin.com/WA/Kirkland/11311-NE-128th-St-98034/unit-E103/home/168269708,NWMLS,1500677,N,Y,47.7147465,-122.1898904
MLS Listing,,Single Family Residential,20723 SE 246 St,Maple Valley,WA,98038,389900,3,1.75,Maple Valley,1790,34848,1967,50,218,,Active,,,http://www.redfin.com/WA/Maple-Valley/20723-SE-246th-St-98038/home/372242,NWMLS,1440592,N,Y,47.3811363,-122.0647842
MLS Listing,,Vacant Land,94 SW 266th Ln,Vashon,WA,98070,369000,0,,Dockton,,47480,,50,,,Active,,,http://www.redfin.com/WA/Vashon/94-SW-266th-Ln-98070/home/95960319,NWMLS,1497649,N,Y,47.365432,-122.455339
MLS Listing,,Condo/Co-op,8745 Greenwood Ave N #507,Seattle,WA,98103,234995,0,1.0,Greenwood,396,16047,1989,50,593,289,Active,,,http://www.redfin.com/WA/Seattle/8745-Greenwood-Ave-N-98103/unit-507/home/2116063,NWMLS,1488648,N,Y,47.6939796,-122.3556954
MLS Listing,,Condo/Co-op,22906 Edmonds Way #1,Edmonds,WA,98020,293900,2,1.75,Edmonds,947,48719,1979,50,310,400,Active,,,http://www.redfin.com/WA/Edmonds/22906-Edmonds-Way-98020/unit-1/home/2791203,NWMLS,1499338,N,Y,47.7908692,-122.3582376
MLS Listing,,Vacant Land,3280 NW Esplanade,Seattle,WA,98117,297000,0,,North Beach,,9259,,51,,,Active,,,http://www.redfin.com/WA/Seattle/3280-NW-Esplanade-98117/home/17515218,NWMLS,1500586,N,Y,47.697554,-122.4011091
MLS Listing,,Single Family Residential,24204 SE 258th Way,Maple Valley,WA,98038,500000,3,2.5,Maple Valley,2370,4357,2015,51,211,67,Active,,,http://www.redfin.com/WA/Maple-Valley/24204-SE-258th-Way-98038/home/60418710,NWMLS,1500336,N,Y,47.3702871,-122.0181682
MLS Listing,,Single Family Residential,1901 SE Bielmeier Rd,Port Orchard,WA,98367,449900,0,2.0,Port Orchard,4120,69696,1976,51,109,,Active,,,http://www.redfin.com/WA/Port-Orchard/1901-SE-Bielmeier-Rd-98367/home/168213814,NWMLS,1499901,N,Y,47.4838227,-122.6268822
MLS Listing,,Townhouse,21327 76th Ave W Unit B5,Edmonds,WA,98026,384922,3,2.25,Edmonds,1205,,1994,51,319,250,Active,,,http://www.redfin.com/WA/Edmonds/21327-76th-Ave-W-98026/unit-B5/home/2841038,NWMLS,1499332,N,Y,47.805241,-122.3349622
MLS Listing,,Condo/Co-op,3700 26th Pl W #401,Seattle,WA,98199,499995,3,1.75,Magnolia,1380,56224,1974,51,362,1136,Active,September-29-2019 02:30 PM,September-29-2019 05:00 PM,http://www.redfin.com/WA/Seattle/3700-26th-Pl-W-98199/unit-401/home/54007,NWMLS,1500088,N,Y,47.6537816,-122.3897931
MLS Listing,,Vacant Land,Old Belfair Hwy,Belfair,WA,98528,149000,0,,Belfair,,231739,,51,,,Active,,,http://www.redfin.com/WA/Belfair/NE-Old-Belfair-Hwy-98528/home/144430158,NWMLS,1498987,N,Y,47.473083,-122.828943
MLS Listing,,Single Family Residential,315 Stevens Ave NW,Renton,WA,98057,499999,3,2.5,Renton,2010,10829,2000,51,249,,Active,,,http://www.redfin.com/WA/Renton/315-Stevens-Ave-NW-98057/home/197271,NWMLS,1499392,N,Y,47.4863999,-122.2233712
MLS Listing,,Mobile/Manufactured Home,15400 155th Pl SE #16,Renton,WA,98058,319950,2,2.5,Cedar River,2400,5400,1996,51,133,75,Active,,,http://www.redfin.com/WA/Renton/15400-SE-155th-Pl-98058/unit-16/home/39804,NWMLS,1500388,N,Y,47.462419,-122.1336996
MLS Listing,,Single Family Residential,6448 Glenwood Rd SW,Port Orchard,WA,98367,475000,3,2.0,Glenwood,1951,54450,1997,51,243,,Active,,,http://www.redfin.com/WA/Port-Orchard/6448-Glenwood-Rd-SW-98367/home/2189488,NWMLS,1499425,N,Y,47.4910725,-122.6680761
MLS Listing,,Condo/Co-op,626 Main St #7,Edmonds,WA,98020,499000,2,1.75,Downtown Edmonds,1067,,1978,51,468,331,Active,,,http://www.redfin.com/WA/Edmonds/626-Main-St-98020/unit-7/home/2786201,NWMLS,1497831,N,Y,47.8102831,-122.3739693
MLS Listing,,Condo/Co-op,15142 65th Ave S #1017,Tukwila,WA,98188,119000,1,1.0,Southcenter,656,314465,1968,51,181,376,Active,,,http://www.redfin.com/WA/Tukwila/15142-65th-Ave-S-98188/unit-1017/home/42839,NWMLS,1499001,N,Y,47.4661056,-122.2521463
MLS Listing,,Condo/Co-op,1144 N 198th St Unit E-204,Shoreline,WA,98133,279950,2,2.0,Echo Lake,844,,1986,51,332,295,Active,,,http://www.redfin.com/WA/Seattle/1144-N-198th-St-98133/unit-E204/home/18662412,NWMLS,1492550,N,Y,47.772422,-122.3444581
MLS Listing,,Townhouse,7818 228th St SW #107,Edmonds,WA,98026,495950,3,3.5,Esperance,1918,37423,2003,51,259,400,Active,,,http://www.redfin.com/WA/Edmonds/7818-228th-St-SW-98026/unit-107/home/2910648,NWMLS,1499972,N,Y,47.7918632,-122.3389116
MLS Listing,,Single Family Residential,2226 NE Winlock Way,Poulsbo,WA,98370,499900,4,2.75,Lincoln Hill,2382,8654,2019,51,210,34,Active,,,http://www.redfin.com/WA/Poulsbo/2226-NE-Winlock-Way-98370/home/168194203,NWMLS,1500110,N,Y,47.7445364,-122.6201112
MLS Listing,,Vacant Land,22115 E Lost Lake Rd,Snohomish,WA,98296,215000,0,,Snohomish,,28617,,51,,,Active,,,http://www.redfin.com/WA/Snohomish/22115-E-Lost-Lake-Rd-98296/home/2828388,NWMLS,1499125,N,Y,47.796225,-122.036232
MLS Listing,,Vacant Land,22113 E Lost Lake Rd,Snohomish,WA,98296,210000,0,,Snohomish,,25665,,51,,,Active,,,http://www.redfin.com/WA/Snohomish/22113-E-Lost-Lake-Rd-98296/unit-7/home/2828387,NWMLS,1499121,N,Y,47.7965003,-122.0361257
